0.073982805,0.0027979577,0.00029336681,0.0028331229,0.015756572,0.00020054111,0.9041356
7.7691075e-05,0.000105020226,9.309207e-06,0.9989328,0.00011006488,0.000107281696,0.0006578278
0.00045009886,0.00041827926,0.0001261737,0.0012670173,0.00817718,9.403129e-05,0.9894672
0.004792275,0.00042626297,0.00013046178,0.0010410202,0.008896124,8.0249636e-05,0.9846336
0.030610703,0.71920174,0.0009177515,0.0064823134,0.06648795,0.00068685994,0.17561275
0.039592605,0.014914148,0.0025522653,0.041204315,0.112703785,0.00064455386,0.78838825
0.50858486,0.04130054,0.00030470363,0.00556648,0.103221945,0.00021844149,0.34080294
0.03055571,0.0028548266,0.00013178232,0.0013546163,0.021646779,5.3757645e-05,0.9434024
0.5277779,0.09657681,0.00028566414,0.00035646977,0.22863476,0.0006024289,0.14576595
0.032676507,0.0048181326,0.00015865917,0.0068413545,0.019728532,0.00021321581,0.93556356
0.012737978,0.0069413604,0.00019668168,0.35756215,0.0008899424,7.330355e-05,0.62159854
0.017991753,0.0088804485,0.00021337623,0.42472306,0.00092344737,5.9336526e-05,0.54720855
0.012680366,0.0059389044,9.523561e-05,0.69411117,0.00055748323,0.00010134134,0.28651547
0.013129416,0.008509039,0.00014310594,0.5214939,0.0008105969,7.550401e-05,0.45583844
0.023641651,0.010673089,0.00014952398,0.5439905,0.00073167327,0.00010323025,0.42071038
0.0064725764,0.007261271,3.5454294e-05,0.94782406,0.00033601225,5.4683787e-05,0.03801589
0.002458202,0.0012478458,3.742156e-05,0.9283185,0.00029997394,5.779748e-05,0.06758025
0.021753976,0.0030852712,5.831412e-05,0.90226996,0.0010383637,0.00011122182,0.07168277
