0.86583424,0.61423606,0.19579782,0.28979844,0.12849844,0.0,0.1562968,0.0029668827,0.0,0.05963063,0.107897595,0.452406,0.4664122,0.0,0.29456988,0.56416017,0.20338011,0.09706197,0.031275548,0.23916847
0.7184841,0.5314622,0.17361893,0.25889218,0.16058744,1.0,0.2946795,0.020353654,0.0,0.07864677,0.13258913,0.49334863,0.5344854,0.0,0.3059136,0.71367747,0.1287618,0.110400744,0.032481294,0.3647577
0.7318064,0.4781038,0.41556078,0.2284146,0.15265475,0.0,0.25398505,0.0030699435,0.0,0.04505702,0.09836721,0.31402126,0.46464798,0.0,0.2763576,0.7567678,0.26997018,0.11445959,0.05792221,0.3145749
0.6767632,0.3554193,0.39624077,0.2303959,0.16703792,0.0,0.2541696,0.03352353,0.0,0.05427695,0.16324683,0.43920553,0.54656744,0.0,0.31291208,0.70492643,0.05861632,0.070691034,0.06848719,0.70880044
0.7819288,0.42067057,0.10964222,0.24970058,0.1569173,0.0,0.30487177,0.010210602,0.0,0.0507047,0.109156445,0.24995266,0.52267843,0.0,0.3207789,0.5925844,0.29119617,0.109603144,0.011005637,0.76103926
0.7590927,0.6684391,0.13412505,0.23305938,0.14894971,0.0,0.23926091,0.019500745,0.0,0.070341304,0.0808472,0.27656838,0.45713198,0.0,0.16309263,0.5375594,0.20318449,0.08511996,0.06599177,0.31251305
0.66502476,0.08028261,0.367887,0.24172333,0.19822101,1.0,0.5933497,0.03496743,0.0,0.041155513,0.35986808,0.5462253,0.6404251,0.0,0.5293866,0.59366536,0.47188562,0.17754748,0.27690902,0.7742371
0.7515751,0.28540543,0.39826968,0.22815175,0.1884152,1.0,0.42031744,0.11215728,1.0,0.062380616,0.15405203,0.609195,0.52732825,0.0,0.17313382,0.6522362,0.033127725,0.1224881,0.06182979,0.5807256
0.71708006,0.5824367,0.08925315,0.3106371,0.2308724,0.0,0.2012151,0.08578247,1.0,0.22176169,0.260496,0.23254034,0.40691546,0.0,0.07864562,0.55939335,0.0075684576,0.11493992,0.040414978,0.43635717
0.74089634,0.5627431,0.10065904,0.32377306,0.20076494,0.0,0.21957654,0.010867285,1.0,0.17747764,0.24775752,0.3886475,0.43712303,0.0,0.26477858,0.5243177,0.029523766,0.12771161,0.09819308,0.10713298
0.6008138,0.5073987,0.07658976,0.30937093,0.18641973,0.0,0.20192808,0.016583875,1.0,0.19656366,0.2812957,0.3083825,0.41765895,0.0,0.20874222,0.60667723,0.002532448,0.13571486,0.038299013,0.09022757
0.75148636,0.5402049,0.06991878,0.5188427,0.58344656,0.0,0.23193796,0.06711491,0.0,0.67970556,0.52440757,0.21810178,0.6291208,0.0,0.26459226,0.7787574,0.005150291,0.113506354,0.08754479,0.07083035
0.7368606,0.5710477,0.19749644,0.30764493,0.42981833,1.0,0.4386232,0.027426792,0.0,0.566014,0.42252064,0.6633406,0.6560834,0.0,0.42084485,0.72996676,0.21158561,0.116635524,0.23480064,0.25476238
